"Sample_ID","N","mean_concentration_ng.uL","sd","se","ci"
"0723GOLD_10",1,44.8,NA,NA,NA
"0723GOLD_11",1,116,NA,NA,NA
"0723GOLD_12",1,138,NA,NA,NA
"0723GOLD_13",1,80.4,NA,NA,NA
"0723GOLD_14",1,85.6,NA,NA,NA
"0723GOLD_15",1,44,NA,NA,NA
"0723GOLD_16",1,35,NA,NA,NA
"0723GOLD_17",1,131,NA,NA,NA
"0723GOLD_18",1,172,NA,NA,NA
"0723GOLD_19",1,194,NA,NA,NA
"0723GOLD_20",1,150,NA,NA,NA
"0723GOLD_21",1,90.8,NA,NA,NA
"0723GOLD_22",1,45.2,NA,NA,NA
"0723GOLD_23",1,87.2,NA,NA,NA
"0723GOLD_24",1,63.2,NA,NA,NA
"0723GOLD_25",1,41.6,NA,NA,NA
"0723GOLD_26",1,132,NA,NA,NA
"0723GOLD_27",1,82.8,NA,NA,NA
"0723GOLD_28",1,51.6,NA,NA,NA
"0723GOLD_29",1,86.4,NA,NA,NA
"0723GOLD_30",1,112,NA,NA,NA
"0723LAUR_01",1,152,NA,NA,NA
"0723LAUR_02",1,59.6,NA,NA,NA
"0723LAUR_03",1,68.4,NA,NA,NA
"0723LAUR_04",1,50,NA,NA,NA
"0723LAUR_05",1,91.6,NA,NA,NA
"0723LAUR_06",1,90,NA,NA,NA
"0723LAUR_07",1,120,NA,NA,NA
"0723LAUR_08",1,112,NA,NA,NA
"0723LAUR_09",1,58.8,NA,NA,NA
"0723LAUR_10",1,129,NA,NA,NA
"0723LAUR_11",1,69.6,NA,NA,NA
"0723LAUR_12",1,101,NA,NA,NA
"0723LAUR_13",1,119,NA,NA,NA
"0723LAUR_14",1,80.4,NA,NA,NA
"0723LAUR_15",1,99.6,NA,NA,NA
"0723LAUR_16",1,166,NA,NA,NA
"0723LAUR_17",1,55.2,NA,NA,NA
"0723LAUR_18",1,176,NA,NA,NA
"0723LAUR_19",1,109,NA,NA,NA
"0723LAUR_21",1,164,NA,NA,NA
"0723LAUR_22",1,160,NA,NA,NA
"0723LAUR_23",1,74,NA,NA,NA
"0723LAUR_24",1,131,NA,NA,NA
"0723LAUR_25",1,134,NA,NA,NA
"0723LAUR_27",1,84,NA,NA,NA
"0723LAUR_28",1,38.7,NA,NA,NA
"0723LAUR_29",1,93.6,NA,NA,NA
"0723LAUR_30",1,95.6,NA,NA,NA
"0823ASHC_01",2,60.2,13.2936074863071,9.4,119.438324520042
"0823ASHC_02",2,69.8,16.1220346110533,11.4,144.850733992392
"0823ASHC_03",2,23.55,3.60624458405139,2.55,32.4008220772455
"0823ASHC_04",2,251,39.5979797464467,28,355.773732612891
"0823ASHC_05",2,234.5,30.4055915910215,21.5,273.183401827756
"0823ASHC_06",2,94.5,17.6776695296637,12.5,158.827559202184
"0823ASHC_07",2,32.75,7.70746391493337,5.45,69.2488158121521
"0823ASHC_08",2,40.95,10.5358910396796,7.45,94.6612252845015
"0823ASHC_09",2,59.4,3.11126983722081,2.2,27.9536504195843
"0823ASHC_10",2,78.6,4.24264068711928,3,38.1186142085241
"0823ASHC_11",2,135.5,4.94974746830583,3.5,44.4717165766114
"0823ASHC_12",2,63.8,0.848528137423859,0.600000000000001,7.62372284170483
"0823ASHC_13",2,267,21.2132034355964,15,190.59307104262
"0823ASHC_14",2,38.15,3.7476659402887,2.65,33.6714425508629
"0823ASHC_15",2,65,3.11126983722081,2.2,27.9536504195844
"0823ASHC_16",2,49.8,5.37401153701776,3.8,48.2835779974638
"0823ASHC_17",2,147.5,13.4350288425444,9.5,120.70894499366
"0823ASHC_18",2,54.2,5.939696961967,4.2,53.3660598919337
"0823ASHC_19",2,83.4,0.282842712474613,0.199999999999996,2.54124094723488
"0823ASHC_20",2,37.25,0.636396103067897,0.450000000000003,5.71779213127865
"0823ASHC_21",2,70.4,4.5254833995939,3.2,40.659855155759
"0823ASHC_22",2,262.5,36.0624458405139,25.5,324.008220772455
"0823ASHC_23",2,21.95,1.06066017177982,0.75,9.52965355213102
"0823ASHC_24",2,129,12.7279220613579,9,114.355842625572
"0823ASHC_25",2,31.65,4.45477272147525,3.15,40.0245449189503
"0823ASHC_26",2,72,7.91959594928932,5.59999999999999,71.1547465225782
"0823ASHC_27",2,129,4.24264068711928,3,38.1186142085241
"0823ASHC_28",2,119,1.4142135623731,1,12.7062047361747
"0823ASHC_29",2,133,9.89949493661167,7,88.9434331532228
"0823ASHC_30",2,47.6,3.39411254969543,2.4,30.4948913668192
"0823FENC_01",1,64.4,NA,NA,NA
"0823FENC_02",1,69.2,NA,NA,NA
"0823FENC_03",1,62,NA,NA,NA
"0823FENC_04",1,118,NA,NA,NA
"0823FENC_05",1,124,NA,NA,NA
"0823FENC_06",1,86.4,NA,NA,NA
"0823FENC_07",1,48.8,NA,NA,NA
"0823FENC_08",1,112,NA,NA,NA
"0823FENC_09",1,47.6,NA,NA,NA
"0823FENC_10",1,81.2,NA,NA,NA
"0823FENC_11",1,57.2,NA,NA,NA
"0823FENC_12",1,67.6,NA,NA,NA
"0823FENC_13",1,55.2,NA,NA,NA
"0823FENC_14",1,95.2,NA,NA,NA
"0823FENC_15",1,80.8,NA,NA,NA
"0823FENC_16",1,50.4,NA,NA,NA
"0823FENC_17",1,80.8,NA,NA,NA
"0823FENC_18",1,78.8,NA,NA,NA
"0823FENC_19",1,81.2,NA,NA,NA
"0823FENC_20",1,70.8,NA,NA,NA
"0823FENC_21",1,87.6,NA,NA,NA
"0823FENC_22",1,195,NA,NA,NA
"0823FENC_23",1,70.8,NA,NA,NA
"0823FENC_24",1,43.2,NA,NA,NA
"0823FENC_25",1,110,NA,NA,NA
"0823FENC_26",1,52.8,NA,NA,NA
"0823FENC_27",1,68,NA,NA,NA
"0823FENC_28",1,89.6,NA,NA,NA
"0823FENC_29",1,107,NA,NA,NA
"0823FENC_30",1,41.2,NA,NA,NA
"0823GOLD_1",1,94.4,NA,NA,NA
"0823GOLD_10",1,207,NA,NA,NA
"0823GOLD_11",1,108,NA,NA,NA
"0823GOLD_12",1,236,NA,NA,NA
"0823GOLD_13",1,63.2,NA,NA,NA
"0823GOLD_14",1,107,NA,NA,NA
"0823GOLD_15",1,60.8,NA,NA,NA
"0823GOLD_16",1,41.6,NA,NA,NA
"0823GOLD_17",1,52.4,NA,NA,NA
"0823GOLD_18",1,135,NA,NA,NA
"0823GOLD_19",1,74,NA,NA,NA
"0823GOLD_2",1,48.8,NA,NA,NA
"0823GOLD_20",1,44.4,NA,NA,NA
"0823GOLD_21",1,92.4,NA,NA,NA
"0823GOLD_22",1,80.4,NA,NA,NA
"0823GOLD_23",1,44,NA,NA,NA
"0823GOLD_24",1,49.6,NA,NA,NA
"0823GOLD_25",1,99.2,NA,NA,NA
"0823GOLD_26",1,43.2,NA,NA,NA
"0823GOLD_27",1,76.8,NA,NA,NA
"0823GOLD_28",1,83.6,NA,NA,NA
"0823GOLD_29",1,92.8,NA,NA,NA
"0823GOLD_3",1,41.6,NA,NA,NA
"0823GOLD_30",1,25,NA,NA,NA
"0823GOLD_4",1,38.1,NA,NA,NA
"0823GOLD_5",1,31,NA,NA,NA
"0823GOLD_6",1,69.6,NA,NA,NA
"0823GOLD_7",1,60,NA,NA,NA
"0823GOLD_8",1,60.4,NA,NA,NA
"0823GOLD_9",1,84.4,NA,NA,NA
"0823LAUR_01",1,60.2,NA,NA,NA
"0823LAUR_02",1,45,NA,NA,NA
"0823LAUR_03",1,90.6,NA,NA,NA
"0823LAUR_04",1,63.2,NA,NA,NA
"0823LAUR_05",1,85.4,NA,NA,NA
"0823LAUR_06",1,43,NA,NA,NA
"0823LAUR_07",1,59.6,NA,NA,NA
"0823LAUR_08",1,28.6,NA,NA,NA
"0823LAUR_09",1,88.6,NA,NA,NA
"0823LAUR_10",1,82.6,NA,NA,NA
"0823LAUR_11",1,51.6,NA,NA,NA
"0823LAUR_12",1,43.8,NA,NA,NA
"0823LAUR_13",1,58.8,NA,NA,NA
"0823LAUR_14",1,92.2,NA,NA,NA
"0823LAUR_15",1,62.2,NA,NA,NA
"0823LAUR_16",1,28.4,NA,NA,NA
"0823LAUR_17",1,29.8,NA,NA,NA
"0823LAUR_18",1,66.8,NA,NA,NA
"0823LAUR_19",1,74,NA,NA,NA
"0823LAUR_20",1,69.8,NA,NA,NA
"0823LAUR_21",1,27.4,NA,NA,NA
"0823LAUR_22",1,35.8,NA,NA,NA
"0823LAUR_23",1,33.6,NA,NA,NA
"0823LAUR_24",1,36.6,NA,NA,NA
"0823LAUR_25",1,46.8,NA,NA,NA
"0823LAUR_26",1,84.8,NA,NA,NA
"0823LAUR_27",1,70.6,NA,NA,NA
"0823LAUR_28",1,36.4,NA,NA,NA
"0823LAUR_29",1,115,NA,NA,NA
"0823LAUR_30",1,56.8,NA,NA,NA
"0923ASHC_01",1,103,NA,NA,NA
"0923ASHC_02",1,151,NA,NA,NA
"0923ASHC_03",1,187,NA,NA,NA
"0923ASHC_04",1,132,NA,NA,NA
"0923ASHC_05",1,124,NA,NA,NA
"0923ASHC_06",1,91.2,NA,NA,NA
"0923ASHC_07",1,31.2,NA,NA,NA
"0923ASHC_08",1,29.2,NA,NA,NA
"0923ASHC_09",1,48.4,NA,NA,NA
"0923ASHC_10",1,59.2,NA,NA,NA
"0923ASHC_11",1,109,NA,NA,NA
"0923ASHC_12",1,91.2,NA,NA,NA
"0923ASHC_13",1,62,NA,NA,NA
"0923ASHC_14",1,63.6,NA,NA,NA
"0923ASHC_15",1,68,NA,NA,NA
"0923ASHC_16",1,35,NA,NA,NA
"0923ASHC_17",1,44.4,NA,NA,NA
"0923ASHC_18",1,162,NA,NA,NA
"0923ASHC_19",1,95.2,NA,NA,NA
"0923ASHC_20",1,225,NA,NA,NA
"0923ASHC_21",1,60,NA,NA,NA
"0923ASHC_22",1,37.6,NA,NA,NA
"0923ASHC_23",1,32.6,NA,NA,NA
"0923ASHC_24",1,54.8,NA,NA,NA
"0923ASHC_25",1,2.07,NA,NA,NA
"0923ASHC_26",1,1.93,NA,NA,NA
"0923ASHC_27",1,52.8,NA,NA,NA
"0923ASHC_28",1,58.8,NA,NA,NA
"0923ASHC_29",1,90.8,NA,NA,NA
"0923ASHC_30",1,82,NA,NA,NA
"0923FENC_01",1,45.2,NA,NA,NA
"0923FENC_02",1,17.8,NA,NA,NA
"0923FENC_03",1,9.72,NA,NA,NA
"0923FENC_04",1,20.7,NA,NA,NA
"0923FENC_05",1,27.8,NA,NA,NA
"0923FENC_06",1,10.6,NA,NA,NA
"0923FENC_07",1,9.84,NA,NA,NA
"0923FENC_08",1,36.8,NA,NA,NA
"0923FENC_09",1,7.16,NA,NA,NA
"0923FENC_10",1,11.2,NA,NA,NA
"0923FENC_11",1,12.7,NA,NA,NA
"0923FENC_12",1,7.8,NA,NA,NA
"0923FENC_13",1,48.8,NA,NA,NA
"0923FENC_14",1,28.8,NA,NA,NA
"0923FENC_15",1,17.5,NA,NA,NA
"0923FENC_16",1,60.4,NA,NA,NA
"0923FENC_17",1,20.4,NA,NA,NA
"0923FENC_18",1,12.8,NA,NA,NA
"0923FENC_19",1,26.3,NA,NA,NA
"0923FENC_20",1,68,NA,NA,NA
"0923FENC_21",1,144,NA,NA,NA
"0923FENC_22",1,10.2,NA,NA,NA
"0923FENC_23",1,31.1,NA,NA,NA
"0923FENC_24",1,22.5,NA,NA,NA
"0923FENC_25",1,17.9,NA,NA,NA
"0923FENC_26",1,19,NA,NA,NA
"0923FENC_27",1,32.6,NA,NA,NA
"0923FENC_28",1,13.8,NA,NA,NA
"0923FENC_29",1,83.2,NA,NA,NA
"0923FENC_30",1,60,NA,NA,NA
"0923GOLD_01",2,64.4,5.65685424949239,4,50.8248189446988
"0923GOLD_02",2,32.55,0.919238815542515,0.650000000000002,8.25903307851358
"0923GOLD_03",2,42.6,1.97989898732233,1.4,17.7886866306446
"0923GOLD_04",2,37,0.707106781186548,0.5,6.35310236808735
"0923GOLD_05",2,86.6,8.76812408671318,6.19999999999999,78.778469364283
"0923GOLD_06",2,122.5,2.12132034355964,1.5,19.059307104262
"0923GOLD_07",2,53.8,1.97989898732234,1.4,17.7886866306446
"0923GOLD_08",2,53.4,7.63675323681471,5.4,68.6135055753433
"0923GOLD_09",2,67,9.89949493661167,7,88.9434331532228
"0923GOLD_10",2,38.85,1.34350288425444,0.949999999999999,12.0708944993659
"0923GOLD_11",2,43.2,0.565685424949241,0.400000000000002,5.0824818944699
"0923GOLD_12",2,41.1,3.53553390593274,2.5,31.7655118404367
"0923GOLD_13",2,60,11.879393923934,8.4,106.732119783867
"0923GOLD_14",2,74.4,1.69705627484771,1.2,15.2474456834096
"0923GOLD_15",2,94.4,1.69705627484771,1.2,15.2474456834096
"0923GOLD_16",2,74,6.78822509939085,4.8,60.9897827336385
"0923GOLD_17",2,77.6,9.05096679918781,6.4,81.319710311518
"0923GOLD_18",2,51,0.848528137423859,0.600000000000001,7.62372284170483
"0923GOLD_19",2,60.4,3.95979797464467,2.8,35.5773732612892
"0923GOLD_20",2,101.6,9.05096679918781,6.4,81.319710311518
"0923GOLD_21",2,66.8,14.142135623731,10,127.062047361747
"0923GOLD_22",2,57.6,5.09116882454314,3.6,45.7423370502289
"0923GOLD_23",2,63.2,6.78822509939086,4.8,60.9897827336385
"0923GOLD_24",2,53.4,10.4651803615609,7.4,94.0259150476927
"0923GOLD_25",2,60.4,6.22253967444162,4.4,55.9073008391686
"0923GOLD_26",2,37.5,2.40416305603427,1.7,21.600548051497
"0923GOLD_27",2,67.4,5.37401153701776,3.8,48.2835779974638
"0923GOLD_28",2,44.8,4.5254833995939,3.2,40.659855155759
"0923GOLD_29",2,83.8,12.1622366364086,8.6,109.273360731102
"0923GOLD_30",2,73.4,4.24264068711928,3,38.1186142085241
"0923LAUR_01",2,48,8.48528137423857,6,76.2372284170482
"0923LAUR_02",2,79.8,7.07106781186548,5,63.5310236808735
"0923LAUR_03",2,35.85,3.60624458405139,2.55,32.4008220772455
"0923LAUR_04",2,94.4,6.22253967444162,4.4,55.9073008391686
"0923LAUR_05",2,76,13.0107647738325,9.2,116.897083572807
"0923LAUR_06",2,59.4,7.07106781186548,5,63.5310236808735
"0923LAUR_07",2,101.8,3.11126983722081,2.2,27.9536504195844
"0923LAUR_08",2,33.5,2.12132034355964,1.5,19.059307104262
"0923LAUR_09",2,52.6,5.37401153701776,3.8,48.2835779974638
"0923LAUR_10",2,52.4,3.39411254969543,2.4,30.4948913668192
"0923LAUR_11",2,119.5,3.53553390593274,2.5,31.7655118404367
"0923LAUR_12",2,125.5,9.19238815542512,6.5,82.5903307851355
"0923LAUR_13",2,76.4,3.39411254969543,2.4,30.4948913668192
"0923LAUR_14",2,183.5,12.0208152801713,8.5,108.002740257485
"0923LAUR_15",2,51,4.24264068711928,3,38.1186142085241
"0923LAUR_16",2,98.8,0.565685424949236,0.399999999999999,5.08248189446986
"0923LAUR_17",2,87.8,1.97989898732233,1.4,17.7886866306446
"0923LAUR_18",2,57.8,1.97989898732234,1.4,17.7886866306446
"0923LAUR_19",2,48,0.565685424949236,0.399999999999999,5.08248189446986
"0923LAUR_20",2,68.2,0.282842712474623,0.200000000000003,2.54124094723498
"0923LAUR_21",2,167,18.3847763108502,13,165.180661570271
"0923LAUR_22",2,57.6,1.13137084989848,0.800000000000001,10.1649637889398
"0923LAUR_23",2,70.8,4.52548339959391,3.2,40.6598551557591
"0923LAUR_24",2,43.4,0.282842712474618,0.199999999999999,2.54124094723493
"0923LAUR_25",2,50.4,2.82842712474619,2,25.4124094723494
"0923LAUR_26",2,155,4.24264068711928,3,38.1186142085241
"0923LAUR_27",2,27.7,5.79827560572969,4.1,52.0954394183162
"0923LAUR_28",2,128.5,9.19238815542512,6.5,82.5903307851355
"0923LAUR_29",2,52.2,5.37401153701776,3.8,48.2835779974638
"0923LAUR_30",2,67,1.97989898732234,1.40000000000001,17.7886866306446
"1123ASHC_01",1,12.6,NA,NA,NA
"1123ASHC_02",1,25.4,NA,NA,NA
"1123ASHC_03",1,54.8,NA,NA,NA
"1123ASHC_04",1,26,NA,NA,NA
"1123ASHC_05",1,27.4,NA,NA,NA
"1123ASHC_06",1,23.7,NA,NA,NA
"1123ASHC_07",1,21.9,NA,NA,NA
"1123ASHC_08",1,38.9,NA,NA,NA
"1123ASHC_09",1,36.4,NA,NA,NA
"1123ASHC_10",1,39.8,NA,NA,NA
"1123ASHC_11",1,99.2,NA,NA,NA
"1123ASHC_12",1,62.4,NA,NA,NA
"1123ASHC_13",1,60,NA,NA,NA
"1123ASHC_14",1,31.4,NA,NA,NA
"1123ASHC_15",1,58,NA,NA,NA
"1123ASHC_16",1,25.7,NA,NA,NA
"1123ASHC_17",1,54,NA,NA,NA
"1123ASHC_18",1,44.8,NA,NA,NA
"1123ASHC_19",1,52.4,NA,NA,NA
"1123ASHC_20",1,25.8,NA,NA,NA
"1123ASHC_21",1,42.8,NA,NA,NA
"1123ASHC_22",1,28.4,NA,NA,NA
"1123ASHC_23",1,53.2,NA,NA,NA
"1123ASHC_24",1,31.6,NA,NA,NA
"1123ASHC_25",1,38.8,NA,NA,NA
"1123ASHC_26",1,34,NA,NA,NA
"1123ASHC_27",1,18.8,NA,NA,NA
"1123ASHC_28",1,28.2,NA,NA,NA
"1123ASHC_29",1,30.6,NA,NA,NA
"1123ASHC_30",1,54.8,NA,NA,NA
"1123FENC_01",1,30.6,NA,NA,NA
"1123FENC_02",1,28.2,NA,NA,NA
"1123FENC_03",1,74.8,NA,NA,NA
"1123FENC_04",1,10.6,NA,NA,NA
"1123FENC_05",1,57.6,NA,NA,NA
"1123FENC_06",1,28.5,NA,NA,NA
"1123FENC_07",1,47.2,NA,NA,NA
"1123FENC_08",1,46,NA,NA,NA
"1123FENC_09",1,14.5,NA,NA,NA
"1123FENC_10",1,30.8,NA,NA,NA
"1123FENC_11",1,44.8,NA,NA,NA
"1123FENC_12",1,35.3,NA,NA,NA
"1123FENC_13",1,46,NA,NA,NA
"1123FENC_14",1,36.3,NA,NA,NA
"1123FENC_15",1,31.4,NA,NA,NA
"1123FENC_16",1,36.9,NA,NA,NA
"1123FENC_17",1,65.6,NA,NA,NA
"1123FENC_18",1,33.6,NA,NA,NA
"1123FENC_19",1,50.4,NA,NA,NA
"1123FENC_20",1,75.6,NA,NA,NA
"1123FENC_21",1,84.4,NA,NA,NA
"1123FENC_22",1,28.6,NA,NA,NA
"1123FENC_23",1,12.6,NA,NA,NA
"1123FENC_24",1,22,NA,NA,NA
"1123FENC_25",1,51.2,NA,NA,NA
"1123FENC_26",1,22.8,NA,NA,NA
"1123FENC_27",1,28.6,NA,NA,NA
"1123FENC_28",1,16.2,NA,NA,NA
"1123FENC_29",1,21.6,NA,NA,NA
"1123FENC_30",1,25.8,NA,NA,NA
